facilityId,serviceLineLevel3,orderId   ,lineItemId,sku               ,masterMaterialId,batchId   ,deviationNumber,deviationDescription                                                                                                      ,deviationTypeName                ,deviationStatusName         ,deviationSeverityName,deviationOpenedDate,deviationClosedDate,deviationProjectedCloseDate,START_DATE  ,END_DATE    ,ACTIVE,CHANGE,DATE_SENT                    ,ID,,,,
1013      ,Steriles         ,0000048872,000030    ,000000000000360894,7000000097      ,SM055/1   ,"568,544        ","Recovery of sporeforming microorganism in Sterile Area 1, grade A - surfaces                                              ",Deviation                        ,Closed - Done               ,Major                ,2023.05.18         ,2023.07.13         ,2023.06.17                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,0000048872,000030    ,000000000000360894,7000000097      ,SM055/1   ,"559,944        ",Holding time exceeding LAF cart KEY WORD: HT exceeding process                                                            ,Deviation                        ,Closed - Done               ,Major                ,2023.05.04         ,2023.07.10         ,2023.06.30                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,0000052424,000010    ,000000000000362987,7000000178      ,AVZVA458A ,"673,014        ",Microbiological environmental monitoring excursion Sterile Area 5 - air - ADVERSE TREND                                   ,Deviation                        ,Closed - Done               ,Major                ,2023.10.31         ,2023.12.15         ,2023.11.30                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,0000052424,000010    ,000000000000362987,7000000178      ,AVZVA458A ,"691,422        ",Out of limit for critical defects after SAVI step KW: VI limits exceeded                                                  ,Deviation                        ,Closed - Done               ,Major                ,2023.11.29         ,2024.01.26         ,2024.01.31                 ,"Jan 27, 2024","Dec 31, 9000",Y     ,U     ,"Jan 27, 2024, 11:56:47.466 AM",1 ,,,,
1005      ,OSD              ,0000057425,000010    ,000000004000005417,5000001054      ,1158493   ,"552,045        ","1-D Grading failing for shippers across batches 1158492, 1158493,1158494, and 1158495                                     ",Deviation                        ,Closed - Done               ,Major                ,2023.04.21         ,2023.10.30         ,2023.09.15                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031      ,Steriles         ,0000072658,000010    ,026656            ,5000000932      ,AS4473B   ,"390,194        ","Steriles, Line 1 - Lighthouse sample result outside target parameters - Remdesivir AS4473A                                ",Deviation                        ,Closed - Done               ,Major                ,2022.08.30         ,2022.12.14         ,2022.09.29                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003      ,OSD              ,0000054870,000010    ,000000004000001189,5000000999      ,CMYZF     ,"419,395        ",Out of specification assay results found for TDF/RPV actives in Complera Tablets batch CNDZM.                             ,OOS/OOT/E(U)M                    ,Closed - Done               ,Major                ,2022.10.17         ,2022.11.30         ,2022.11.16                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,0000037114,000010    ,000000000000362144,7000000099      ,0010475398,"180,226        ","Incorrect management external certificates flow of \""WATER VAPOR PERMEABILITY\"" test relating to the material codes 280008",Deviation                        ,Closed - Done               ,Major                ,2021.09.24         ,2021.11.05         ,2021.10.24                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,2023300021,000020    ,000000000000360477,7000000085      ,0010611194,"497,435        ",Microbiological environmental monitoring excursion Sterile Area 1 -  serface Adverse Trend                                ,Deviation                        ,Closed - Done               ,Major                ,2023.02.08         ,2023.03.10         ,2023.03.10                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,0000051743,000010    ,000000000000510362,5000000751      ,MM331M0401,"563,091        ",Bioindicator with positive result (growth) ATC 015 - ST2 Key Word Validation                                              ,Deviation                        ,Closed - Done               ,Major                ,2023.05.10         ,2023.09.18         ,2023.06.09                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,0000051743,000010    ,000000000000510362,5000000751      ,MM331M0401,"401,700        ",Exceeded DHT of the cat flap - KW: HT exceeded Cleaning                                                                   ,Deviation                        ,Closed - Done               ,Minor                ,2022.09.20         ,2022.10.07         ,2022.10.20                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003      ,OSD              ,0000047171,000010    ,000000004000004685,5000003416      ,CGMZZ     ,"3,551          ","Ponatinib had low stratified results CFFKZ,15 mg (36.4, 46.1%) & batch CFGXG, 30 mg (77.9, 88.8%)                         ",OOS/OOT/E(U)M                    ,Closed - Done               ,Major                ,2020.04.16         ,2020.04.23         ,2020.05.16                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,0000048575,000010    ,000000000000362281,7000000098      ,0010585449,"466,744        ",Microbiological environmental monitoring excursion Sterile Area 4 -  personnel                                            ,OOS/OOT/E(U)M                    ,Closed - Done               ,Major                ,2022.12.23         ,2023.02.07         ,2023.01.22                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,0000048575,000010    ,000000000000362281,7000000098      ,0010585449,"507,031        ",Documentation missing: one of att. B SOP1045 missing                                                                      ,Deviation                        ,Closed - Done               ,Minor                ,2023.02.22         ,2023.03.14         ,2023.03.24                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031      ,Steriles         ,0000074889,000010    ,026656            ,5000000932      ,AU3198B   ,"597,747        ","Steriles, Line 1 - Inadequate aseptic technique observed while filling Remdesivir AU3198A                                 ",Deviation                        ,Closed - Done               ,Major                ,2023.06.30         ,2023.08.17         ,2023.07.30                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031      ,Steriles         ,0000074889,000010    ,026656            ,5000000932      ,AU3198B   ,"583,184        ",06/01/2023 @0800 290256 ? Left Fingerprints L1 Gilead AU3198A Action Tier 2 TREND                                         ,OOS/OOT/E(U)M                    ,Closed - Done               ,Minor                ,2023.06.09         ,2023.07.17         ,2023.07.09                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031      ,Steriles         ,0000074889,000010    ,026656            ,5000000932      ,AU3198B   ,"577,251        ",Steriles N-  HIHI pressure alarms in Freeze Dryer VL1. Remdesivir batch AU1996B and AU3198A                               ,Deviation                        ,Closed - Done               ,Minor                ,2023.05.31         ,2023.07.10         ,2023.06.30                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031      ,Steriles         ,0000074889,000010    ,026656            ,5000000932      ,AU3198B   ,"597,715        ","Steriles, Line 1 - Timing discrepancies for Line clearance of capper for batch AU3198A Remdesivir                         ",Deviation                        ,Closed - Done               ,Minor                ,2023.06.30         ,2023.08.16         ,2023.07.30                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031      ,Steriles         ,0000074889,000010    ,026656            ,5000000932      ,AU3198B   ,"583,182        ",06/01/2023 @1949 260262 ? Right Wrist L1 Gilead AU3198A Action Tier 2                                                     ,OOS/OOT/E(U)M                    ,Closed - Done               ,Minor                ,2023.06.09         ,2023.08.31         ,2023.07.09                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003      ,OSD              ,0000043151,000010    ,000000004000004437,5000003089      ,CDSKD     ,"189,568        ",Damaged shipper and carton for Vemlidy lot CDSKD                                                                          ,Product                          ,Closed - Done               ,Minor                ,2020.03.06         ,2020.04.06         ,2020.04.05                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003      ,OSD              ,0000043151,000010    ,000000004000004437,5000003089      ,CDSKD     ,"186,625        ",Vemlidy bulk batches 3000003894 CDSKS & CDSKN had atypical low content uniformity results in some tablets.                ,Unexpected / Atypical Result     ,Closed - Done               ,?                    ,2020.01.24         ,2020.02.05         ,2020.02.23                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,0000039429,000010    ,000000000000362087,7000000083      ,0010561243,"106,838        ",Microbiological environmental monitoring excursions Sterile 4 - Surfaces and Air                                          ,OOS/OOT/E(U)M                    ,Closed - Done               ,Major                ,2021.05.10         ,2021.06.09         ,2021.06.09                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,0000039429,000010    ,000000000000362087,7000000083      ,0010561243,"180,226        ","Incorrect management external certificates flow of \""WATER VAPOR PERMEABILITY\"" test relating to the material codes 280008",Deviation                        ,Closed - Done               ,Major                ,2021.09.24         ,2021.11.05         ,2021.10.24                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,0000048122,000010    ,000000000000510456,5000000753      ,MM323M0201,"320,782        ",Missing page 100 of EBR code 350339 lot MM323 KEYWORD: Documentation missing                                              ,Deviation                        ,Closed - Done               ,Major                ,2022.05.13         ,2022.07.03         ,2022.06.12                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,0000048122,000010    ,000000000000510456,5000000753      ,MM323M0201,"563,091        ",Bioindicator with positive result (growth) ATC 015 - ST2 Key Word Validation                                              ,Deviation                        ,Closed - Done               ,Major                ,2023.05.10         ,2023.09.18         ,2023.06.09                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1005      ,OSD              ,0000056026,000010    ,000000003000003504,7000000375      ,CNKVN     ,"474,014        ",Foreign material found during compaction of BIC layer for Biktarvy batch CNKVN                                            ,Deviation                        ,Closed - Done               ,Major                ,2023.01.06         ,2023.02.06         ,2023.02.05                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031      ,Steriles         ,0000075359,000020    ,023928            ,5000000961      ,AU5460C   ,"621,075        ",08/05/2023 AU5460A 2F109-NVA-3 5.0? @ 0744 Action tier 1                                                                  ,OOS/OOT/E(U)M                    ,Closed - Done               ,Minor                ,2023.08.08         ,2023.09.08         ,2023.09.07                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031      ,Steriles         ,0000075359,000020    ,023928            ,5000000961      ,AU5460C   ,"624,106        ",08/11/2023 AU5460A 2F111-NVA-4 5.0? @ 1031 action tier 1                                                                  ,OOS/OOT/E(U)M                    ,Closed - Done               ,Minor                ,2023.08.12         ,2023.09.08         ,2023.09.11                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,0000042690,000010    ,000000000000360754,7000000096      ,MM302     ,"226,082        ",Exceeding in the duration of the IR6                                                                                      ,Deviation                        ,Closed - Done               ,Minor                ,2021.12.09         ,2022.01.05         ,2022.01.07                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,0000042690,000010    ,000000000000360754,7000000096      ,MM302     ,"222,133        ",Exceeded HT for trays and catflap washing                                                                                 ,Deviation                        ,Closed - Done               ,Minor                ,2021.12.01         ,2021.12.30         ,2021.12.31                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003      ,OSD              ,0000054537,000010    ,000000004000005402,5000001092      ,CMWSH     ,"355,248        ","Coating weight gain performed incorrectly, 20 tablets instead 40 tablets, Vemlidy 25 mg, CMWSB, pan A, O?Hara 60? coater  ",Deviation                        ,Closed - Done               ,Major                ,2022.07.07         ,2022.07.29         ,2022.08.06                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,0000034214,000010    ,000000000000362144,7000000099      ,0010473171,"188,341        ",Microbiological environmental monitoring excursion Sterile Area 4 - air                                                   ,Environmental                    ,Closed - Done               ,Major                ,2020.02.20         ,2020.03.17         ,2020.03.21                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,0000034214,000010    ,000000000000362144,7000000099      ,0010473171,"193,844        ",Syringes found during JP inspection with defects                                                                          ,Product                          ,Closed - Done               ,Major                ,2020.05.25         ,2020.08.24         ,2020.06.24                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031      ,Steriles         ,0000074948,000010    ,030601            ,5000004595      ,AT7574B   ,"566,643        ",Buffer BET Sample Tested Per Bulk BET Instructions - Steriles                                                             ,Deviation                        ,Closed - Done               ,Minor                ,2023.05.15         ,2023.05.30         ,2023.06.14                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031      ,Steriles         ,0000074948,000010    ,030601            ,5000004595      ,AT7574B   ,"571,582        ",05/16/23 262967 Chest @0706 Action Tier 2 AT7574A L2 TREND                                                                ,OOS/OOT/E(U)M                    ,Closed - Done               ,Minor                ,2023.05.23         ,2023.06.01         ,2023.06.22                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031      ,Steriles         ,0000074948,000010    ,030601            ,5000004595      ,AT7574B   ,"567,611        ",5-16-23 2F315-NVA-6 0.5? @0246 Action AT7574A Tier 1 L2                                                                   ,OOS/OOT/E(U)M                    ,Closed - Done               ,Minor                ,2023.05.17         ,2023.05.25         ,2023.06.16                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003      ,OSD              ,0000052812,000010    ,000000004000003026,5000003427      ,CMBGW     ,"77,426         ",Dissolution testing was missed for T=3 months BHTS for 45 mg Ponatinib Tablets.                                           ,Deviation                        ,Closed - Done               ,Major                ,2021.03.18         ,2021.05.17         ,2021.04.17                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,0000039964,000010    ,000000000000362386,7000000364      ,AA03C058B ,"115,869        ",Mechanical intervention time exceeded                                                                                     ,Deviation                        ,Closed - Done               ,Major                ,2021.05.27         ,2021.07.29         ,2021.06.26                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,0000039964,000010    ,000000000000362386,7000000364      ,AA03C058B ,"105,495        ",Material vendor issue - Presence of gelatinous material in the client pallet tank tubing                                  ,Deviation                        ,Closed - Done               ,Minor                ,2021.05.06         ,2021.06.15         ,2021.06.05                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031      ,Steriles         ,0000068127,000010    ,026636            ,5000000809      ,AP3237B   ,"37,420         ",USP 790 Particle for Remdesivir AP3237A                                                                                   ,Deviation                        ,Closed - Done               ,Major                ,2020.12.30         ,2021.02.08         ,2021.01.29                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031      ,Steriles         ,0000068127,000010    ,026636            ,5000000809      ,AP3237B   ,"47,207         ",One fiber found in appearance test in Remdesivir batch AP3237A                                                            ,OOS/OOT/E(U)M                    ,Closed - Done               ,Major                ,2021.01.25         ,2021.05.21         ,2021.02.24                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031      ,Steriles         ,0000068127,000010    ,026636            ,5000000809      ,AP3237B   ,"36,784         ",11/28/2020 2F345-P4-0.5?/5.0? @2055 Gilead AP3237A Action Tier 1                                                          ,OOS/OOT/E(U)M                    ,Closed - Done               ,Minor                ,2020.12.28         ,2021.06.09         ,2021.01.27                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003      ,OSD              ,0000053189,000010    ,000000004000003139,5000001009      ,CMTGP     ,"312,281        ",Defective and eroded coated tablet parts found while packaging Descovy batch CMFFH (bulk batch CMFFK).                    ,Deviation                        ,Closed - Done               ,Major                ,2022.04.29         ,2022.05.26         ,2022.05.29                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,0000050310,000010    ,000000000000363307,7000001170      ,23D045    ,"618,895        ",VI Limits Exceeded                                                                                                        ,Deviation                        ,Closed - Done               ,Major                ,2023.08.03         ,2023.09.04         ,2023.09.02                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031      ,Steriles         ,0000075550,000010    ,014594            ,5000000027      ,AU2978B   ,"581,742        ",6-6-23 2F109-NVA-3 5.0? @0132 Action AU2978A tier 1 L3                                                                    ,OOS/OOT/E(U)M                    ,Closed - Done               ,Minor                ,2023.06.07         ,2023.07.07         ,2023.07.07                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003      ,OSD              ,0000051985,000010    ,000000004000005592,5000002668      ,CKTSB     ,"22,249         ","Wrong method used for Water Content Analysis of 10 mg Ponatinib tablets, bulk batches CFHHP, CFHHS and CFHHT              ",Deviation                        ,Closed - Done               ,Major                ,2020.11.12         ,2020.12.03         ,2020.12.12                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,0000045487,000010    ,000000000000510476,5000000742      ,LM032M1601,"35,326         ",Process HT exceeded                                                                                                       ,Deviation                        ,Closed - Done               ,Major                ,2020.12.21         ,2021.05.18         ,2021.01.20                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031      ,Steriles         ,0000075744,000010    ,029978            ,5000004595      ,AU8109B   ,"660,278        ",10/10/2023 Line 2 2F315-NVA-6 0.5? @1921 Alert AU8109A tier 1                                                             ,OOS/OOT/E(U)M                    ,Closed - Done               ,Minor                ,2023.10.11         ,2023.11.06         ,2023.11.10                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031      ,Steriles         ,0000075744,000010    ,029978            ,5000004595      ,AU8109B   ,"664,993        ",10/10/23 AU8109A Line 2 420798-chest @2148 action tier 2                                                                  ,OOS/OOT/E(U)M                    ,Closed - Done               ,Minor                ,2023.10.18         ,2023.11.02         ,2023.11.17                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003      ,OSD              ,0000059090,000010    ,000000004000003273,5000003030      ,CPSNX     ,"603,397        ","Cleaned sticker for container, shaft, valve, and blade missing from greenline for Truvada 167/250mg CPFWT                 ",Deviation                        ,Closed - Done               ,Major                ,2023.07.11         ,2023.08.03         ,2023.08.10                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1011      ,Steriles         ,2020300811,000010    ,000000000000415589,5000000275      ,LP0709F   ,"32,666         ",Laserjet PR571 malfunction during manufacturing of the batches LP0709 3?and4? sterilization and CP0559 1? sterilization   ,Deviation                        ,Closed - Done               ,Minor                ,2020.12.15         ,2021.01.14         ,2021.01.14                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031      ,Steriles         ,0000075788,000010    ,029978            ,5000004595      ,AU6074B   ,"624,532        ",8/7/23 Line 2 AU6074A 248309-RW @0230 action tier 2 TREND                                                                 ,OOS/OOT/E(U)M                    ,Closed - Done               ,Minor                ,2023.08.14         ,2023.09.05         ,2023.09.13                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031      ,Steriles         ,0000075788,000010    ,029978            ,5000004595      ,AU6074B   ,"639,351        ","Line 2 JnJ C5D Maint, batch AU6074A Accountability out of limits                                                          ",Deviation                        ,Closed - Done               ,Major                ,2023.09.08         ,2023.09.27         ,2023.10.08                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003      ,OSD              ,0000061204,000010    ,000000004000005760,5000003708      ,CSNGB     ,"739,660        ","Same client lot number printed on two Lumakras batches (CSNGB, CSNGS) during packaging                                    ",Deviation                        ,Opened                      ,Major                ,2024.02.09         ,?                  ,2024.03.10                 ,"Feb 14, 2024","Dec 31, 9000",Y     ,U     ,"Feb 14, 2024, 11:56:56.108 AM",1 ,,,,
1003      ,OSD              ,0000054853,000010    ,000000004000005402,5000001092      ,CMYWS     ,"383,047        ",Totalizer malfunctioned during the coating of Vemlidy batch CMYWG on O' Hara Fast Coat (MFG-501)                          ,Deviation                        ,Closed - Done               ,Minor                ,2022.08.19         ,2022.09.16         ,2022.09.18                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,0000029617,000010    ,000000000000360894,7000000097      ,SM042     ,"320,281        ",OOS value of Moisture Content obtained on Epoprostenolo stability batch SM042_36M_30?C_75%RH                              ,OOS/OOT/E(U)M                    ,Closed - Done               ,Major                ,2022.05.12         ,2022.05.30         ,2022.06.11                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,0000029617,000010    ,000000000000360894,7000000097      ,SM042     ,"168,904        ","OOS on assay test of Epoprostenol 1,5 mg JP Validation  batch SM042 (code350398), samples FB5 and FB6                     ",Out of Specification (Laboratory),Closed - Done               ,?                    ,2019.03.21         ,2019.04.11         ,2019.04.20                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,0000029617,000010    ,000000000000360894,7000000097      ,SM042     ,"170,444        ",SST failure  - No OOS - Failure on recovery of water injection for moisture analysis of JP Epoprostenol                   ,Procedure                        ,Closed - Done               ,Minor                ,2019.04.15         ,2019.05.13         ,2019.05.15                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031      ,Steriles         ,0000068793,000020    ,013933            ,5000000045      ,AP0119C   ,"38,627         ",12/28/20 207667 Left Wrist Action Tier 2 Amgen                                                                            ,OOS/OOT/E(U)M                    ,Closed - Done               ,Minor                ,2021.01.04         ,2021.02.03         ,2021.02.03                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031      ,Steriles         ,0000068672,000010    ,026634            ,5000000810      ,AP5513B   ,"72,561         ",03/08/2021 PC Gap in Time Gilead AP5513A                                                                                  ,Deviation                        ,Closed - Done               ,Minor                ,2021.03.10         ,2021.05.13         ,2021.04.09                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031      ,Steriles         ,0000068672,000010    ,026634            ,5000000810      ,AP5513B   ,"71,971         ",Bioburden samples for Remdesivir batch AP5513A were incorrectly delivered to micro lab                                    ,Deviation                        ,Closed - Done               ,Major                ,2021.03.09         ,2021.05.01         ,2021.04.08                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031      ,Steriles         ,0000068672,000010    ,026634            ,5000000810      ,AP5513B   ,"76,283         ",03/13/2021 @0319/0719 2F111-NVA-4 Gilead AP5513A Alert/Action Tier 1                                                      ,OOS/OOT/E(U)M                    ,Closed - Done               ,Minor                ,2021.03.17         ,2021.05.10         ,2021.04.16                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031      ,Steriles         ,0000068672,000010    ,026634            ,5000000810      ,AP5513B   ,"86,690         ",Aseptic Technique Error During Line 3 Remdesivir batch AP5513A                                                            ,Deviation                        ,Closed - Done               ,Major                ,2021.04.02         ,2021.07.16         ,2021.05.02                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031      ,Steriles         ,0000068672,000010    ,026634            ,5000000810      ,AP5513B   ,"72,227         ",03/08/2021 @1529 @1549 2F109-NVA-3 Gilead AP5513A Alert/Action Tier 1                                                     ,OOS/OOT/E(U)M                    ,Closed - Done               ,Minor                ,2021.03.10         ,2021.04.09         ,2021.04.09                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031      ,Steriles         ,0000068672,000010    ,026634            ,5000000810      ,AP5513B   ,"88,714         ",Exit PM Missed During Remdesivir Batch AP5513A                                                                            ,Deviation                        ,Closed - Done               ,Major                ,2021.04.06         ,2021.06.03         ,2021.05.06                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1005      ,OSD              ,0000052927,000010    ,000000004000005688,5000001052      ,1144744   ,"160,091        ","Pan jogged instead of continuous run at the onset of drying process for batch CHZTB, Otezla (Apremilast) 30mg FCT.        ",Deviation                        ,Closed - Done               ,Minor                ,2021.08.18         ,2021.09.14         ,2021.09.17                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1005      ,OSD              ,0000052927,000010    ,000000004000005688,5000001052      ,1144744   ,"159,990        ",Foreign particles found during charging of Lactose to blender for Otezla 30mg Batch CKDFC                                 ,Deviation                        ,Closed - Done               ,Major                ,2021.08.18         ,2021.09.27         ,2021.09.17                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
